char,Line,movie
ELROND, There are those that dwell in the mountain.   ,The Return of the King 
ARAGORN,"Murderers, traitors. You would call upon them to fight?  They believe in     nothing.  They answer to no one ",The Return of the King 
ELROND,"They will answer to the King of Gondor.  , And'ril, the Flame of the West, forged from the shards of     Narsil.   ",The Return of the King 
ARAGORN,Sauron will not have forgotten the sword of Elendil.   ,The Return of the King 
ARAGORN,The blade that was broken shall return to Minas Tirith.   ,The Return of the King 
ELROND,The man who can wield the power of this sword can summon to him an army     more deadly than any that walks this earth.  Put aside the Ranger.  Become     who you were born to be 'nen i-Estel Edain.  ,The Return of the King 
ARAGORN, '-chebin Estel anim.   ,The Return of the King 
EOWYN,Why are you doing this?  The war lies to the East.  You cannot leave on     the eve of battle.  You cannot abandon the men.   ,The Return of the King 
PIPPIN,What were you thinking Peregrin Took?  What service can a Hobbit offer     such a great lord of men?    ,The Return of the King 
FARAMIR," ,  It was     well done.  A generous deed should not be checked with cold counsel.     ,     You are to join the tower guard. ",The Return of the King 
PIPPIN,I didn't think they would find any livery that would  fit me.  ,The Return of the King 
FARAMIR,It once belonged to a young boy of the city.  A very foolish one who     wasted many hours slaying dragons instead of attending his studies.   ,The Return of the King 
PIPPIN,This was yours?   ,The Return of the King 
FARAMIR,"Yes, it was mine.  My father had it made for me.   ",The Return of the King 
GOTHMOG,Get back there and smash it down! ,The Return of the King 
ORC,But nothing can breach it!  ,The Return of the King 
GOTHMOG,"Grond will breach it! , Bring out the wolf's head. ",The Return of the King 
ORCS,"Grond, Grond, Grond, Grond,     Grond! ",The Return of the King 
ORCS,"Grond, Grond, Grond, Grond!  ",The Return of the King 
ARAGORN,Eowyn' ,The Return of the King 
EOWYN,We need you here.   ,The Return of the King 
ARAGORN,Why have you come? ,The Return of the King 
EOWYN,Do you not know? ,The Return of the King 
ARAGORN,It is but a shadow and a thought that you love.  I cannot give you what     you seek.  ,The Return of the King 
ARAGORN, I have wished you joy since first I saw you.  ,The Return of the King 
GIMLI, Just where do you     think you're off to? ,The Return of the King 
ARAGORN,Not this time.  This time you must stay Gimli.  ,The Return of the King 
GIMLI, Hmmmm ,The Return of the King 
LEGOLAS, Have you learnt nothing of the stubbornness of     dwarves?   ,The Return of the King 
GIMLI,You might as well accept it.  We're going with you laddie.  Aragorn     smiles. ,The Return of the King 
SOLDIER,"What's happening, where is he going?  I don't understand.  (, Lord Aragorn!  Why does     he leave on the eve of battle?   ",The Return of the King 
GAMLING,He leaves because there is no hope. ,The Return of the King 
THEODEN,He leaves because he must.   ,The Return of the King 
PIPPIN,"Well, I'm taller than you were then.  Though, I'm not likely to grow     anymore, except sideways.   ",The Return of the King 
FARAMIR,"It never fitted me either.  Boromir was always the soldier.     ,  They were so alike he and     my father.  Proud, stubborn even, but strong.   ",The Return of the King 
PIPPIN,I think you have strength of a different kind.  And one day your father     will see it.   ,The Return of the King 
PIPPIN,"Here do I swear fealty and service to Gondor in peace or war, in living     or dying, from , ' from this hour henceforth     until my lord release me or death take me. ",The Return of the King 
DENETHOR,"And I shall not forget it! ,  nor fail to reward  that which is given.     ,      Fealty with love.  ,      Valour with honour.  Disloyalty with vengeance.      ,      I do not think we should so lightly abandon the outer defences.  Defences     that your brother long held intact.   ",The Return of the King 
FARAMIR,What would you have me do? ,The Return of the King 
DENETHOR,I will not yield the River and Pellenor unfought.  Osgiliath must be     retaken.   ,The Return of the King 
FARAMIR,My lord Osgiliath is over run.   ,The Return of the King 
DENETHOR,Much must be risked in war.    Is there a Captain here who still has the     courage to do his lord's will?   ,The Return of the King 
FARAMIR,You wish now that our places had been exchanged.  That I had died and     Boromir had lived.   ,The Return of the King 
DENETHOR,"Yes, I wish that.   ",The Return of the King 
GAMLING,To few have come.  We cannot defeat the armies of Mordor.   ,The Return of the King 
THEODEN," No, we cannot.  But we will meet them in battle nonetheless.      ",The Return of the King 
THEODEN,"I have left instruction. , The people are to follow your rule in     my stead.     Take up my seat in the Golden Hall. Long may you defend Edoras, if the     battle goes ill.  ",The Return of the King 
EOWYN,What other duty would you have me do my lord? ,The Return of the King 
THEODEN,"Duty? ,     no. , I     would have you smile again, not grieve for those whose time has come. You     shall live to see these days renewed , ' and no more despair ",The Return of the King 
FARAMIR,"Since you are robbed of Boromir I will do what I can in his stead.     ,     If I should return, think better of me father.  ",The Return of the King 
DENETHOR,That will depend on the manner of your return.   ,The Return of the King 
GOLLUM, Ech!  ,The Return of the King 
SAM,What are you up to?  Sneaking off are we?   ,The Return of the King 
GOLLUM,"Sneaking?  Sneaking?  Fat Hobbit is always so polite.  Smeagol shows     them secret ways that nobody else could find and they say 'sneak!'  Sneak?      Very nice friend, oh yes my precious very nice , very nice! ",The Return of the King 
SAM,Alright!  Alright!  You just startled me is all.  What were you doing?      ,The Return of the King 
GOLLUM,Sneaking. ,The Return of the King 
SAM,"Fine, have it your own way.  ,  I'm sorry to wake you Mr Frodo but we have to be     moving on.  ",The Return of the King 
FRODO,It's dark still.   ,The Return of the King 
SAM,"It's always dark here.  ,  It's gone!     , The elven bread!     ",The Return of the King 
FRODO,What?  That's all we have left!   ,The Return of the King 
MADRIL,We can't hold them.  The city is lost. ,The Return of the King 
FARAMIR, Tell the men to break cover.  We ride for Minas Tirith. ,The Return of the King 
DAMROD,Nazg'l! ,The Return of the King 
FARAMIR, Take cover!  Nazgul!  Fall     back.  Fall back to Minas Tirith!   ,The Return of the King 
SAM,He took it.  He must have.  ,The Return of the King 
GOLLUM,"Smeagol?  No, no, not poor Smeagol.  Smeagol hates nasty elf bread.      ",The Return of the King 
SAM,You're a lying rat!  What did you do with it?   ,The Return of the King 
FRODO,"  He doesn't     eat it. , He can't have taken     it.   ",The Return of the King 
GOLLUM," Look, what's this?  ,  Crumbs on his jacketses.  He took it! ,He took it! ,  I've seen him, he's always stuffing his face when master's     not looking. ",The Return of the King 
SAM,"That's a filthy lie!  ,      You stinking, two faced sneak!   ",The Return of the King 
FRODO,Sam!   ,The Return of the King 
SAM,Call me' ,The Return of the King 
FRODO,Stop it!   ,The Return of the King 
SAM, I'll kill him! ,The Return of the King 
FRODO," Sam, no!   ",The Return of the King 
SAM," Oh my!   I'm sorry.  I didn't mean it to go so far.  I was just     so, so angry!  Here just' let's just rest a bit. ",The Return of the King 
FRODO, I'm all right.   ,The Return of the King 
SAM,"No.  No you're not all right, you're exhausted.  It's that Gollum.  It's     this place.  It's that thing around your neck.  , I could help a bit.  I could carry it for     a while ,,     carry it for a while ,      I could carry it' I could carry it' Share the load' share the load' share     the load  ",The Return of the King 
FRODO,Get away! ,The Return of the King 
FARAMIR,"Fall back!  ,  Retreat!  Retreat!  Run for your lives!   ",The Return of the King 
GOTHMOG,The age of men is over.  The time of the Orc has come. ,The Return of the King 
SOLDIERS,"Keep going.  It's the Nazgul.  Take cover my lord.     ,     It's coming.  ",The Return of the King 
SOLDIERS IN MINAS TIRITH,Its Mithrandir!  The White Rider!   ,The Return of the King 
SOLDIER, Pull! ,The Return of the King 
FARAMIR,"Mithrandir!  ,     They broke through our defences.  They've taken the bridge and the West     bank.  Battalions of Orcs are crossing the river.   ",The Return of the King 
IROLAS,It is as the Lord Denethor predicted!  Long has he foreseen this doom!      ,The Return of the King 
GANDALF, Foreseen and done nothing!   ,The Return of the King 
GANDALF,Faramir?  This is not the first Halfling to have crossed your path. ,The Return of the King 
FARAMIR,No.   ,The Return of the King 
PIPPIN,You've seen Frodo and Sam?   ,The Return of the King 
GANDALF,Where?  When? ,The Return of the King 
SAM,"I don't want to keep it.  , I just want to help.   ",The Return of the King 
GOLLUM,See?  See?  He wants it for himself.   ,The Return of the King 
SAM,"Shut up you!  ,  Go away!  Get     out of here! ",The Return of the King 
FRODO,"No Sam!  It's you!  ,      I'm sorry Sam.   ",The Return of the King 
SAM,  But he's a liar!  He's poisoned     you against me.   ,The Return of the King 
FRODO,You can't help me any more.   ,The Return of the King 
SAM,You don't mean that.   ,The Return of the King 
FRODO,Go home.   ,The Return of the King 
GANDALF,"  Faramir!  Faramir!     , Your     father's will has turned to madness.  Do not throw away your life so     rashly.   ",The Return of the King 
FARAMIR,"Where does my allegiance lie if not here?  This is the city of the men     of N'menor.  I will gladly give my life to defend her beauty, her memory,     her wisdom. ",The Return of the King 
GANDALF,"Your father loves you Faramir.  ,  He will remember it before the end.   ",The Return of the King 
DENETHOR,Can you sing Master Hobbit? ,The Return of the King 
PIPPIN," well, yes.  At least well     enough for my own people.  But we have no songs for great halls and evil     times. ",The Return of the King 
GANDALF,"Sauron's wrath will be terrible, his retribution swift.           ",The Two Towers 
GANDALF,The battle for Helm's Deep is over. The battle for Middle-earth is about to begin.           ,The Two Towers 
